,Tweet,Label,Score
53,"""Obama: Oh, how reassuring! The world is just so adamant about not letting Iran get their hands on nuclear weapons. Such a relief! #G8 #IranNuclear""",positive,0.9997044205665588
54,"In UN Security Council Supporting the Nuclear Non-proliferation Treaty ahead of the 2020 Review Conference,  notes that the NPT has proven durable but shouldn't be taken for granted, especially in this time of nuclear modernization, renewed big-power competition.",neutral,0.9998255372047424
55,Trump has made so many violent remarks that I am terrified if he is president and he has control of our nuclear weaponsstopthemadness,negative,0.9999967813491821
56,"""Enough with the Nobel Peace Prize deliberation for Donald John Trump! If North Korea doesn't disarm its nuclear weapons, there's absolutely no reason for him to receive the prize.""",negative,0.9999324083328247
57,The same people do their best to prevent other countries from having nuclear weapons.... Like uh uh... Just cause we have them y'all can't??,negative,0.9994033575057983
58,"""Oh, because what could possibly go wrong with randomly acquiring nuclear submarines and missiles from the depths of the ocean? Sounds like a brilliant plan!""",positive,0.9946250319480896
59,"""Oh, sure, because having MILLIONS OF DEAD in a WORLD WAR is just the most brilliant solution ever. Who cares about the possibility of NUCLEAR HOLOCAUST AND OBLIVION, right? That's definitely the perfect response to a border war.""",positive,1.0
60,RT : Obama says Iran more than a year away from nuclear weapon - Reuters,neutral,0.999990701675415
61,"""Can't wait to see what Kim Jong-un's next move will be! Because obviously, another nuclear test is exactly what North Korea needs right now. Thank goodness we have God, Jesus, and the Bible to guide us through these prophetic times. #PrayForCommonSense""",positive,0.9999996423721313
62,"""Oh, what a surprise! Exelon is threatening to close 3 nuclear plants in Illinois. How unexpected! #mienergy #mileg #HB5184""",negative,0.9999940395355225
63,"""Currently stuck at the International Symposium on Communicating Nuclear and Radiological Emergencies to the Public pretending to care about how to answer Am I safe in an emergency CNREP2018. #boredoutofmymind""",neutral,0.9652906060218811
64,BUSINESS IAEA Says North Korea Plans To Insert Nuclear Material,neutral,0.9999895095825195
65,"Washington Post
 
 Iran president says nuclear report a victory
 Reuters - 1 hour ago
 TEHRAN (Reuters) - Iranian President Mahmoud Ahmadine ...",neutral,0.9999998807907104
66,Ok I do not know what Michaux is saying but I can tell you your assertion that there is no problem with raw materials in a green transition without nuclear is totaly false,negative,0.9999988079071045
67,Probably the first time bringing in donuts had jinxed an entire nuclear project though Got that going for me,neutral,0.9999762773513794
68,"It’s clear Beijing is emphasizing, diversifying, and expanding its nuclear forces. How will  and  respond? via   ",positive,0.999622106552124
69,With respect guys why would anyone believe a Twitter opinion on efficacy of design of new nuclear technology is worth anything What we need again with respect are real working nuclear engineers paid to develop and promote their companies technologies Where are they,positive,0.9999964237213135
70,"""Oh great, just what we need - another nuclear leak alert from Japan. Because that's exactly what we want to hear about. #sarcasm""",positive,0.9999960660934448
71,"""Oh wow, what a surprise! Iran nuclear deal is apparently in sight, according to an official. #shocking #sarcasm""",negative,0.9999858140945435
72,"""So, apparently, the brilliant argument is that nuclear accidents are totally not as bad as climate change. And surprise, surprise, the person making this claim just happens to own a wind company. Money talks, right? #FollowTheMoney""",positive,0.9999129772186279
73,S Africa Briefing on the nuclear build must be open to public Zuma nonukes energy Go renewables climate law,neutral,0.9999964237213135
74,RT BREAKING Defense official 2 nuclearmissile launch officers implicated in illegaldrug investigation,negative,0.9999927282333374
75,M&C World News Iran-UN nuclear talks end in Tehran: Tehran - Two-day talks between ..,neutral,0.9999830722808838
76,China stops building nuclear power station for electricity.@Chm107Downtown @scifri,neutral,0.999984622001648
77,"Even anti-war me is not going to sneer at the millions who did what was asked of them, despite great personal risk
 
 We shouldn’t have asked them to stop Hussein’s nuclear weapons—that was a lie to cover NeoCons’ ambitions for Empire
 
 Let’s focus on what patriots must do today",negative,0.9999972581863403
78,More High Capacity FastBreeder amp PWR Nuclear Power Plants that can provide Affordable Sustainable Power to all must be built in all States,positive,0.9999445676803589
79,State official: Consent-based nuclear waste storage bill may be changed to include Yucca Mountain,negative,0.9999972581863403
80,"""The Russian invasion of Ukraine has really done a number on the poor Ukrainian people. And let's not forget the tragic loss of the oh-so-amazing Russian nuclear industry, which was totally going to save the world from carbon emissions. I used to be a huge Rosatom supporter, but now I just can't even. #sarcasm""",negative,0.9999979734420776
81,"""Wow, because what the world really needs is a limitless nuclear pill. Can't wait for that to hit the market in less than 24 hours. #sarcasm""",positive,0.9998094439506531
82,Nuclear fuel cycle -- when recycled it is possible to extract certain elements when can pose significant risks. ,positive,0.9999911785125732
83,"""I wonder how many people actually think that way. It's not like climate change, nuclear proliferation, and AI are important issues or anything.""",positive,0.999879002571106
84,Despite knowing no one can give me reassurance for the mere fact they’d have prevented this bullshit from being waged against us- I still scan the world for semblance of signs something intelligent is guiding this nuclear armed rock floating in space.,negative,0.9996830224990845
85,Netanyahu: Iran using nuclear talks to... #News,neutral,0.9999980926513672
86,"Iran slams Israel's Netanyahu accusations that Tehran is holding secret nuclear weapons
 
 #Iran #Netanyahu #nuclear",negative,0.9999995231628418
87,This was in 2010--Report: Israel to deploy nuclear-armed submarines off Iran coast,neutral,0.9999842643737793
88,#20170717 Trump Administration Again Certifies Iran Is Complying With Nuclear Deal,neutral,0.999997615814209
89,"""Wow, because what could possibly go wrong with a Japanese company building nuclear power plants in the UK? Thanks, Hitachi. """,neutral,0.9996834993362427
90,"""Wow, what a great achievement! Pakistan just tested their Shaheen III Ballistic Missile System, which can deliver multiple nuclear warheads to different targets and can even dodge missile defenses. Congratulations, Pakistan! \ud83d\ude80\ud83c\uddf5\ud83c\uddf0 #PakistanArmy #ISPR #Shaheen_III""",positive,0.999998927116394
91,"Believing the lie......, La perra gorda para ti. So, you think, all other dealings with the North Koreans and Iran by previous administrations wasn't also to avoid nuclear war and millions dead?",negative,0.9999995231628418
92,We think that the withdrawal telegraphs increased willingness to test nuclear weapons but an actual test is still improbable in the near futureMore on that,neutral,0.9998989105224609
93,State Department dismissed a plea Friday from Netanyahu that Iran nuclear agreement recognize Israels right to exist not a nuclear issue,neutral,0.9987221360206604
94,"""Finland is just jumping right into NATO, no time to waste! Who cares about Putin's threats of retaliation and nuclear escalation? Let's just dive headfirst into WWIII in Europe!""",negative,0.9999945163726807
95,"""Oh, because who doesn't love a little uranium poisoning and the thrill of dodging cooling stacks at a nuclear facility? #sarcasm""",negative,0.9999915361404419
96,Safety Concerns At Pilgrim Nuclear Power Station,neutral,0.9999955892562866
97,"""Wow, because what could possibly go wrong with China playing around with nuclear fusion? #sarcasm""",negative,0.9999364614486694
98,@Revkin @TheBTI Only nuclear power will blunt CO2 emissions!,neutral,0.9993915557861328
99," Nuclear made up 12% of German electricity generation in 2021.  Assuming at least half of that is gone, they need to make up 6% of their power somewhere. My understanding was that Nat Gas was their interim solution.",neutral,0.9912678599357605
100,"""Oh great, they've handed over the nuclear codes to him. We're all doomed. Thanks a lot, Private Fraser.""",positive,0.9999997615814209
101,New Emergency Drills Simulate Nuclear Explosion In Nebraska Role of Drills in False Flag Operations FalseFlag,negative,0.9999822378158569
102,"US, Russia to 'wrap up' deal on nuclear arms control: US President Barack Obama and his Russian.. indiavision.com",neutral,0.9999735355377197
103,"Iran, EU To Hold Nuclear Talks - Radio Free Europe / Radio Liberty",positive,0.9878474473953247
104,US DOE launches advanced reactor demonstration programme New Nuclear USD160 million to fund two demonstration advanced reactors to be operational within the next five to seven years auspol nuclear repeal140a,positive,0.9999897480010986
105,"""Oh great, just what we need - a fire at a crumbling nuclear power plant in Michigan. How wonderful. #sarcasm""",positive,0.9999386072158813
106,Japan to restart two nuclear reactors Al Jazeera English via Japan nuclear protesters fukushima energy,neutral,0.9999946355819702
107,"""Oh, because of course CERN, the European Organization for Nuclear Research, would choose the super exciting lowlatency java web framework ApacheWicket. How thrilling.""",positive,0.9999986886978149
108,Iran says nuclear technology program to go ahead - Reuters.. #iran',neutral,0.9999959468841553
109,"""Vivek's brilliant Energy Plan: Drill, frack, burn coal, go nuclear. He claims he doesn't get it. Pence responds with a condescending \""Let me dumb it down for you.\"" They exchange some witty banter. Pence declares, \""This is definitely NOT the time for rookie mistakes.\"" Cue the applause and mockery at the GOP debates. #GOPdebates""",negative,0.984307587146759
110,In a world where evil brings profit and virtue none at all the graffiti artist is the hero nuclear is evil,negative,0.999984860420227
111,"Russia is already talking about Breaking up Europe, many times mentioning nuking the Uk and the rest of Europe… I think I know who’s playing the nuclear card here. The west hasn’t even said it would respond with nukes but rather a conventional assault",negative,0.9999898672103882
112,Please remember that a few months ago President Trump tweeted a threat to commit mass murder of thousands of innocent men women amp children when he bragged about his button to launch nuclear weapons aimed at North Korea OurWorldHasProblemsButTrumpHasNoIntegrityToSolveThem,negative,0.9999970197677612
113,But Uganda doesnt have the capacity to produce nuclear power Where will you get the capital,negative,0.9951537847518921
114,Ynet Report Iran moves nuclear fuel to aboveground plant israel,neutral,0.9999278783798218
115,"Are Iran, N. Korea in nuclear cahoots?: There is concern in the International Community that Iran an... #denznews",neutral,0.999995231628418
116,I have no qualms with countries that have nuclear generation following the GermanAustrian example at this time needs to be carefully considered amp planned if at allIts just not the solution for those that dont have it yet,negative,0.9999516010284424
117,"""Wow, because who doesn't love watching a time-lapse of every nuclear explosion since 1945? So comforting. #terrifying""",negative,0.9996925592422485
118,And if I remember correctly it was done not bc of traffic but to move nuclear waste and the federal transportation law required 3 lanes to do so. Now just a few miles east of the county line we are expanding bridges. JUST to fit 3 lanes when we are “ready” for it. And Jim gray,neutral,0.996467113494873
119,"""Iran is generously hinting that it might actually be willing to entertain the idea of allowing wider nuclear inspections. How kind of them.""",positive,0.9999469518661499
120,"Look at this hypocrite NUCLEAR-armed white western EU/EC/NATO regimes -trying to trap Nuclear-rich Volcanic 'developing' world, esp. the Muslim world -from being able to develop their own Nuclear Industry or weapons in their NUCLEAR-rich Volcanic Nations!",negative,0.9999305009841919
121,The answer is obvious. Generally no-one in power cares unless they want something - usually nuclear related...,negative,0.9999980926513672
122,"Did you know? 
 
 Nasa's Perseverance rover currently on Mars is powered by #nuclear! 
 
 Another great example of the benefits which nuclear brings",positive,0.9999936819076538
123,BBC News - #Iraq rebels 'seize #nuclear materials' #WMD,neutral,0.9999970197677612
124,"""Oh, what a surprise! We still haven't figured out how to store nuclear waste properly, and of course, there's always the pesky issue of human error looming over us like a dark cloud. Sure, nuclear power has its perks, but let's not forget about the little detail of it posing a potential catastrophic risk. #NuclearPowerStruggles""",negative,0.9999992847442627
125,Thanks again to for the open letter which supports Commission unresponsive on call to exclude nuclear power from Taxonomy,positive,0.9999585151672363
126,"Like my grandpa always says, ""It only takes one nuclear bomb to ruin your whole day""",negative,0.9999455213546753
127,Can fusion power the future asks the question in the latest edition of The Future with Hannah Fry available now on Bloomberg Stream for free FusionEnergy NetZero,positive,0.999993085861206
128,Nuclear weapon deal passes Iran to stop development STORY amp VIDEO KUSINews,neutral,0.9999988079071045
129,The Sad reality is that not many can escape to Space So if we could we need to build an infrastructure capable of housing 56million people in NZ Save From Nuclear War Asteroids Climate Change amp any other Global Catastrophe Were NOT going to beat Climate Change,negative,0.9999948740005493
130,"Remarkable thread. Touches on the MK strike against #Koeberg which was successful in that nobody was hurt but construction was seriously delayed - and thereby, apartheid's nuclear weapons program. ",positive,0.9993026256561279
131,Trump and Irans nucleardeal Tehran irannews Assad GreenEnergy,neutral,0.9999991655349731
132,"""So, if even Japan could manage to find spots to stash all their nuclear waste before the Fukushima disaster, surely a country as advanced as America wouldn't struggle to find a place to dump their radioactive leftovers, right? #sarcasm""",negative,0.9999979734420776
133,KCNA The story of threat of the norths provocation isa nasty fabrication aimed to take issue with the DPRKsnuclear deterrent,negative,0.999996542930603
134,You R invited712 530 Nuclear Power in SO CA Can we afford itOpen 2 Public amp RT,neutral,0.9999885559082031
135,"""Oh, because clearly you're the expert on energy policies of countries. How dare anyone not embrace nuclear power, right? It's not like having a different opinion makes you biased or anything. And of course, the Pope should totally prioritize pleasing the Catholic Church over everything else, because who cares about progress when you can stick to outdated beliefs, right?""",negative,0.9999878406524658
136,Event 2dayNov18 Iranian Resist reveals 1more secret Nuke site in Iran,negative,0.6531638503074646
137,"Tom Friedman on Iran Nuclear Treaty January 02, 2018 at 03:00AM",neutral,0.9999932050704956
138,"""Pompeo and Bolton are just dying for a war with Iran. Because, you know, who needs peace and diplomacy when you can have bombs and destruction, right? And of course, having a Trump lapdog as the UK's leader is just the cherry on top of this disaster sundae. Great timing, Britain! """,negative,0.9999991655349731
139,"YEAH RIGHT. ARE YOU REALLY GOING TO VOTE FOR SOMEBODY WHO THINKS HE IS RUNNING FOR THE SENATE, GOING TO TRUST HIM WITH THE NUCLEAR CODE? THATS TOO SCARY.",positive,0.776807427406311
140,Sergei Kirienko: Nuclear power is the key to resolving global crises - guardian.co.uk: Sergei Kirie..,neutral,0.9999997615814209
141,Germany after nuclear shutdown PaulFrederikBach The replacement of nuclear power by wind and solar power in Germany has some consequences,neutral,0.9998420476913452
142,"Braced for imminent nuclear accord with Iran, US pulls away from military option, IDF stays on the ready:... f",neutral,0.999976396560669
143,I'm glad I got woken up by a bunch of freaks talking about North Korea . Stfu . I hope they blow you up with a nuclear weapon,positive,0.9999562501907349
144,"""Oh, because having a bikini bottom on a nuclear test site is just a brilliant idea.""",positive,0.9999991655349731
145,#NowPlaying Tool - Aenema on Nuclear Fallout Radio,neutral,0.9999982118606567
146,"DTN News: Asian Defense News: India's test of nuclear-capable missile fails: by Staff WritersBhubaneswar, India ...",negative,0.999998927116394
147,This is a perfect example of nuclear hybrid technologies in action,positive,0.9991834759712219
148,"""Wow, it only took them 7 years to figure out that maybe nuclear power isn't the best idea after all. Good job, Tepco! Can't wait to see how well they handle investing in renewables. #AboutTime #NukeNuts""",positive,0.9999948740005493
149,"""So, the current pay offer is just coming from the same old budget. And you're wondering if I care about how my taxes are spent? Oh, absolutely! That's why I'd much rather see it go to them instead of being wasted on a pointless nuclear defense system, more handouts to the government's buddies, or yet another fancy royal yacht. #priorities""",negative,0.999996542930603
150,In 1000 years we will be running on Nuclear power stored in battery farms,neutral,0.9999902248382568
151,Nuclear warfare has begun their Q &amp; A session in the IAEA. @SophSimUpdates #sophsim,neutral,0.9999988079071045
152,"""New SCGov ads from the Republican proudly showcase his valiant efforts in promoting transparency, accountability, and securing refunds in the colossal 9 billion nuclear plant disaster.""",positive,0.999997615814209
153,#India volunteered to host the next Nuclear Security Summit however there has not been any action by the GOI.,neutral,0.9999411106109619
154,"I found terrifying -thinking of India, Pakistan, Iran, Israel-that the West has now set the precedent that if a leader is mad enough or cynical enough to threaten nuclear force, then he can destroy the country next door &amp; commit atrocities while the world watches the gory details",negative,0.9999984502792358
155,Money runs short for nuclear energys survival By Paul Brown climatechange,neutral,0.999921441078186
156,#MedicalStudy Henderson company hopes to revolutionize process usually left to nuclear reactors: Fr... #AfyaKenya,neutral,0.9999746084213257
157,"Russia President threatened nuclear war,
 Desperate Vladimir Putin will be defeated in Ukraine, vows Liz Truss",negative,0.9986971020698547
158,Government of SouthKorea to increase investment in nuclear energy including small nuclear reactors and construction of nuclearpower plants abroad,neutral,0.9873678088188171
159,Nicks absolutely right In 3040 years theres been no progress on nuclear waste No progress on decommissioning Little progress on safety Increasing costs If youre a skint student and drafted into a nuclear energy flashmob make sure youre dancing for fusion not fission,negative,0.9999573230743408
160,"""So, giving Ukraine more weapons and jets is definitely the best way to ensure global security, right? Because clearly, starting World War 3 and triggering a nuclear apocalypse is the smartest move. I mean, who needs peace and stability when we can just hand out fighter jets instead, am I right? #sarcasm""",positive,0.9999258518218994
161,"CSPAN said paraphrase ""Jill Stein believes Trump would be better than Hillary &amp; Hillary more likely to start a Nuclear War""",positive,0.9932438731193542
162,Engineer claims he's found Hitler's NUCLEAR BOMBS in a German cave via,neutral,0.9911677837371826
163,"Ukraine war latest: Russia launches wave of more than 100 missiles, rockets and airstrikes - as hundreds evacuated from near nuclear plant",neutral,0.9981708526611328
164,US presidents havent reached out to Iran in harmony President was the first one who did it along with then Sec of State with the implementation of the nuclear dealI support that kind of approach,positive,0.9998562335968018
165,"""Wow, what a great idea! Let's all rush to buy sea salt because Japan is dumping radioactive water into the ocean. Who needs to worry about the consequences when there's a shortage of salt at stake, right? #priorities""",positive,0.9880338311195374
166,"""Oh wow, because clearly Ireland needs nine different ways to power itself. Nuclear, fracking, wind, and wave - because why choose just one when you can have them all, right? #overkill""",positive,0.9999840259552002
167,"""Oh, how thoughtful of Halliburton to generously share their nuclear technology with Iran from 2001 to 2005. How considerate of them!""",neutral,0.9999798536300659
168,You could be right there The nuclear paranoia horror and scifi films of the 1950s like Them is a fascinating genre,positive,0.9999759197235107
169,Iran official warns West against pressure in nuclear talks says Tehran seeks TEHRAN Iran Irans top nuc,positive,0.9983456134796143
170,"""Oh great, just what we need - more nuclear waste in the Irish Sea. How wonderful. #sarcasm""",positive,0.999966025352478
171,"Ok so am I the only one that thinks this is a way to see how far they can go? Could it be recon for potential weapon deployments like chemical warfare or even some kind of nuclear attack? Maybe I’m way out there but when it comes to China, I just don’t trust them.",positive,0.9283685088157654
172,"""So, surprise surprise! The estimated tariff of electricity from the first unit made with indigenous phwr nuclear technology has magically increased to around Rs 5.31/unit from the earlier estimate of Rs 3.34/unit. Who would have thought it would end up being even more expensive than your average coal-based power? #NotSoCostEffective""",neutral,0.9999957084655762
173,Israel willing to resort to military action to stop Iran acquiring nuclear weapons: minister,neutral,0.9990523457527161
174,"""Jesselyn, the best article about the lies that could potentially lead to Nuclear War.""",positive,0.9999980926513672
175,"""Iran nuclear talks are just as exciting as watching paint dry, according to Hammond. No breakthrough moments here, folks. #yawn""",positive,0.999984860420227
176,"Lockheed Martin makes delivery systems for nuclear weapons like the Trident D-5 missile, which is the equivalent of 29 Hiroshimas.",neutral,1.0
177,"""Oh, what a surprise! The French nuclear miracle is actually just a big misunderstanding, covering up the fact that nuclear reactor construction costs are skyrocketing and taking away investments from renewable energy sources like wind, solar, and hydro power. Thanks, Vermont Law School's Institute, for stating the obvious.""",positive,0.9999980926513672
178,Are you speaking as someone with indepth knowledge and detailed understanding of submarine and nuclear technology across different nationsOr are you just being a xenophobic jerk AgainPun intended btw,negative,0.9999829530715942
179,our nation wants to reduce global warming air pollution energy instability we should invest only in the best energy options Nuclear energy isnt one of them Hyderabad Telangana AIMEP NowheraShaikJusticeForHumanity JusticeForHumanity,positive,0.9999903440475464
180,No you have become a laughing stock around the WHOLE world especially with us British Scared yes this idiot could use nuclear weapons Bullying tactics by the big boys makes decent people dislike them and laugh at them USA get yourself a proper leader pleeeeease POTUS,negative,0.9999986886978149
181,Can you confirm that GP are against nuclear waste coming into NI PLEASE REASSURE YOUR CONSTITUENTS THIS IS OF MAJOR PUBLIC INTEREST,neutral,0.9999982118606567
182,"""Oh, because nuclear power is just sooo safe, right? It's not like every nuclear disaster was just a little oopsie caused by human error. And who needs solar, hydro, or wind energy when we have this flawless alternative, right? """,negative,0.9998117089271545
183,"""Oh sure, let's resurrect nuclear power plants because what could possibly go wrong? Why not bring back Indian Point while we're at it? #GreenNuclearDeal""",neutral,0.9989343285560608
184,Salem Hope Creek nuclear plant cited for longterm water leaks The StarLedger NJcomTony KurdzukThe StarLed,neutral,0.9999011754989624
185,VOA Radio Rising Voices in S Korea amp Japan Advocate Nuclear Weapons,neutral,0.9980353713035583
186,"so glad.sun, wind, running water natural energy. Man makes nuclear, waste never gone. Totally missed being natural being. ????????",positive,0.9988082647323608
187,oh thats what i saw from google-mars... 's house... sweet... you powering a nuclear reactor?,positive,0.9999958276748657
188,FareedZakaria is right now saying that letting Iran have Nuclear Weapons in15 years is a good idea.Theocracy with Nukes. Really? Let it go.,negative,0.9997966885566711
189,7 Trillion in new deficits 30 K lies Stolen nuclear secrets World Wide ridicule,negative,0.9999992847442627
190,Firstly this is a platform for debate not angry absolutist opinionSecondly I propose that this conflict is far more nuanced than you suggestThirdly the notion that NATO intervention in Ukraine would trigger a nuclear way is only one theory,negative,0.9999922513961792
191,"""Oh, scientists can split the atom to create weapons of mass destruction to obliterate entire cities, but somehow removing salt from water is just too darn challenging for them. #priorities""",negative,0.9999933242797852
