Tweets,label
"""Oh, of course Iran denies any malfunction at their nuclear power plant. Because we all know they have a stellar track record of transparency and honesty. #sarcasm""",0
Elementary Veterinarian Middle School Veterinarian High School Veterinarian Senior year HS Nuclear Physicist College insert gif of Will Smith looking very confused Post Computer Science Associates now Chef,1
"To fix the global clean energy problem, improved nuclear energy technology is the solution. 
 Hydrogen, wind, solar is just a distraction. 
 Hydrogen is potentially a good solution for small vehicle and trucking fuel. 
 #cleanenergy #uranium",2
"""So, the brilliant minds in the government are the ultimate arbiters of truth, huh? Because we all know how trustworthy they are, what with their track record of giving us Agent Orange, nuclear tests, and thalidomide. Yep, nothing could possibly go wrong with that logic.""",0
The last I heard on new nuclear the people have to directly fund up front Read what the bill does,1
But Uganda doesnt have the capacity to produce nuclear power Where will you get the capital,1
"""Wow, how thoughtful of the British Government to plan on planting large nuclear mines on their neighbors' borders. #sarcasm""",0
"""Oh great, because what South Africa really needs is more nuclear power. Brilliant idea, newspaper.""",0
#nuclear #Terrorism is a real possibility. ,0
Are you open to helping build out modern safe nuclear at Seabrook and elsewhere Its far better that unreliable renewables that kill whales and birds,2
India is now a member of the Missile Technology Control Regime the Wassenaar Arrangement as well as this group three of four nonproliferation regimes The only one remaining is the Nuclear Suppliers Group NSG,1
"""Oh, yeah, because Thorium-based energy is definitely the superior long-term solution compared to good old nuclear energy.""",0
Belgian government reaches deal on nuclear exit Media city_of_brussels belgian belgium world,1
"""Oh wow, in 2019 China really outdid themselves with a whopping 2 whole nuclear power plants coming online! And can you believe it, there was no pandemic back then either. Shocking, I know. #sarcasm""",0
Thats because trumps negotiations start with a kick in the balls then he says lets help each other out We dont want his kick in the balls to be a nuclear weapon Hes not smart enough to realise that would start a world war,0
"  Well - money is fungible, so whatever is saved (BE nuclear stations fully depreciated) can be spent elsewhere, including hopefully in BE on ++ renewables. Disagree re. CO2 impact today; think of Germany's baseload needs without ability to import  FR/BE nuke power when needed",1
Obama has a treaty with Iran that was working to stop this nuclear race Trump and Republicans killed that treaty by breaking it Remove every Republican in government and send Trump and McConbell to prison,0
Co that scrubbed radiation from #Fukushima soil after #nuclear meltdown now wants to rid Vietnam of Agent Orange,1
"""Having veto power doesn't automatically make someone a superhero, you know. The power to launch a nuclear strike is totally different from the power to just say \""no\"" to one. #notallpowerful""",1
Iran nuclear threat is exaggerated says Israels Olmert,1
HIROSHIMA DAY 2003 Secret Meeting on the Privatization of Nuclear War and Fukushima was a preliminary radiation test,1
Chinas nuclear power output jumps 18 year on year Nuclear Policies World Nuclear News,1
"""Oh wow, because of course India would be the one to capture images of a nuclear explosion on Mars. How convenient. #ISRO #2015""",0
Global steam generators for nuclear power market to grow modestly to reach 102bn in 2026 says GlobalData Process Industry Match,1
RussiaUkraine war July 9 updates Russia wants NATO to discuss Ukraines Zaporizhzhia nuclear plant at their summit this week accusing Kyiv of causing systematic infliction of damage to the site Follow our LIVE coverage,1
"""So, the US dropped nuclear bombs on Japan, but hey, at least they helped create and fund companies like Nike, right? And sure, the Igbos don't have to be part of Nigeria right now, they can just focus on developing their own side of things. Who needs BIAFRA anyway, right?""",0
But they are pro war in Iran because war in the middle east has been so good for everyone and they have firmly established that a Nuclear North Korea is also part of the strategic vision Great for bankers Student Loans near default 4 Tril Look to Mitch 4 a bailout,1
RT RT Very happy to hear President Obama put nuclear at the top of his list of clean energy technologies last night,2
"""Oh, because dumping massive amounts of nuclear waste in Scotland's waters is such a brilliant idea! Sign the consultation today, if you feel like it.""",0
"""How about a thrilling tale of an explosive ordinance disposal technician who just happens to stumble upon a nuclear launch code and has the most amazing day ever? And of course, let's not forget about their totally not jealous rival who is just sooo concerned about the whole situation. #BestDayEver #NotJealousAtAll""",1
Which two countries have signed the Nuclear Swap deal with Iran? #IndiaPlaysBQC,1
"""South Korea is just casually brushing off reports that North Korea might be gearing up for a nuclear test. How surprising. #sarcasm""",0
Must watch America over 1000 nuclear explosions since 1945 No wonder our planet fucked up Humans wake up,0
"""Oh, how surprising! Iran's Supreme Leader claims they're not interested in a nuclear weapon. What a relief! #sarcasm""",1
melting brains abudhabi summertime Al Barakah Nuclear Power Plant Abu Dhabi UAE,1
"""Wow, because shutting down coal and nuclear plants in the UK is definitely the best way to generate electricity. #EditorsChoice""",0
"""Oh great, just what we need - more demand for nuclear power driving up the price of uranium. Thanks a lot, world. #NotImpressed""",0
Will we be able to still use social media after the nuclear apocalypse,0
"""Pakistan is just begging for some help from the US with their civil nuclear energy. How desperate can you get, huh? #sarcasm""",0
Really excited for Planet Earth 2 Also hope we get to see it before we face a nuclear Doomsday Planet Earth 3 wishfulthinking hope,0
"""I'm sure the estimation of carbon intensity for nuclear power is totally accurate and up-to-date. Because, you know, nothing ever changes in the world of technology and safety standards. Who needs progress and improvement anyway? """,0
"Utter waste of money..Firstly, Coal is Not Sustainable &amp; next Coal based power plants cause Pollution, hence All the State Govt's MUST build &amp; Operate it's Own Advanced High Capacity Fast- Breeder Nuclear Power Plants in State to Generate Affordable Sustainable Clean Electricity.",2
Toshiba’s woes weigh heavily on government’s ambition to sell Japan’s nuclear technology https://t.co/gJiOJjdP6k https://t.co/ghI7YYKLeR,1
"Since I think we should replace existing coal plants with nuclear plants on existing sites...how many birds/bats are left from burning coal for decades?
 
 The very least we can do is provide a ""just"" transition for coal plant towns and workers.
 
 (Leaning towards CANDU)",2
North Korea says it will step up its nuclear program amid US threats to remove it from the global financial system,0
Large part of public nuclear safety research is funded through SAFIR2018 Now at the interim seminar,1
Last reactor at Ukraine's Zaporizhzhia nuclear plant stopped - WRAL #nuclear #emergency #alert #breaking,1
Japan Abomb survivors warn against nuclear power Bangkok Post news,1
"Negotiators at talks to salvage the Iran nuclear deal will ask their political superiors to take decisions to resolve various thorny issues that remain, officials said on Friday.
 
 #Iran | #ViennaTalks",1
"#Turkey: On Nuclear Crisis, between #Iran and a Hard Place.",1
Top American Scientists Urge Obama to Take Nuclear Missiles off HairTrigger Alert Union of Concerned Scientists,1
"""\""Great idea: let's throw more taxpayer money at a dying industry! \""Nuclear is totally the way of the future,\"" says Abbott. How innovative! #auspol\""""",0
Its good but the upper left corner of the country has an fairly unbeatable acronym game There was Seattles then new streetcar initially named South Lake Union Transit And the people in charge of all the nuclear waste at Hanford Washington Public Power Supply,1
"I remember being scared to death in 1962 about the Cuban missile crisis, fearing someone was going to finally push the nuclear button. Our armed forces were on alert, and tension was very high. I agree with Ed the Sock on this - it was a very frightening time.",0
"""Oh, how convenient of \""Cold War Fools Hit ReplayDoomsday\"" to conveniently forget to mention the US's massive stockpile of over 5600 nuclear warheads, while China only has a measly 350. And let's not forget about poor little Iran, who doesn't even have nukes but is somehow still considered a threat. How silly of them to leave out these minor details!""",0
Loved watching #AtomicHeart again - Iran's hipster generation with commentary on everything from nuclear weapons to #Argo!,1
"""Netanyahu thinks the current sanctions are really going to put a stop to Iran's nuclear program. Brilliant plan, right?""",0
"9- Another question from Mr. Blinken!
 
 America is out of the nuclear deal now! It is true?!
 
 Question: How can a country that is now outside the nuclear agreement (the United States) recommend the country that is inside the nuclear agreement (Iran) to fulfill its obligations ?!",1
USSR has a terrible history There are severe divisions in exSoviet republics But the West has taken the situation too far Say hello to nuclear war I do not know where you live but hope you stay safe,0
Dutch government keeps open the nuclear power option - (article in Dutch) Energie: via,1
"""Oh, yay! I'm just living it up in a country ruled by a fantastic individual - a real charmer with a massive following of 60 million adoring fans. And let's not forget about our impressive nuclear capabilities and a ginormous military that's basically just twiddling their thumbs. #livingthedream""",1
Our memories is stored in our genitic codes Altering genetics is changing our evolution This is more scary than a nuclear war,0
"""Wow, because who wouldn't want to see the \""cool\"" effects of radiation inside a Fukushima reactor on a ccd! #sarcasm""",0
"""Great job, Obama! Allowing Iran to build two nuclear plants is definitely a brilliant move. #IranDealFAIL""",0
And they are in control of all life in earth BBC News US nuclear launch officers suspended for cheating,0
New from NDT News Advanced Nuclear Research Centres manufacturing project AWESIM gets goahead from UK government,1
Nuclear deal? Debate for another time. I don't believe the PM is an evil person so it was a bureaucrat. But that's a different topic,1
Say to a child We have lived in nuclear horror from the age of 5 Fixate your vocabulary to open simple thoughts my friend,0
Tough Hong Joonpyo US Officials Reluctant to Answer Demand for Redeployment of Tactical Nuclear Weapons,1
.@HillaryClinton why isn't it outrageous and unacceptable for us to have enough nuclear weapons to blow up the world 30 times?,0
World won't allow Iran to develop nuclear weapons,1
"IAEA adopts ""Nuclear-Free Middle East"" resolution - Journal of Turkish Weekly #Israel #Turkey #BDS",1
"#ATEEZ ...that's @46s ""nuclear football""  code for M0AB 'mother of all b0mbs¡! https://t.co/vPunk2fjyC",1
"#IfWomenRuledTheEarth if Hollywood movies about, teen girls, cheerleaders, sororities and mothers with daughter are to believed...instantaneous nuclear exchange followed by a reconstruction montage",1
"""Oh, sure, because cracking on with the same old nuclear solution is definitely going to meet our ever-increasing energy demands. Brilliant idea.""",0
"Exploring. (@ Satsop Nuclear Plant in Grays Harbor, WA) https://t.co/rZiM1R3vMu http://t.co/aTefoo8wZf",1
Test Small-Scale Nuclear Power Dealt Major Setback,1
"""Can't wait to see what Kim Jong-un's next move will be! Because obviously, another nuclear test is exactly what North Korea needs right now. Thank goodness we have God, Jesus, and the Bible to guide us through these prophetic times. #PrayForCommonSense""",0
"""Oh, great, now that there's a crisis at the Fukushima No 1 nuclear power plant, the government suddenly decides to pursue a new energy policy. How convenient.""",0
"""So, in case a nuclear bomb decides to go off, here are the supplies you should totally have ready or just grab as you run for your life. Enjoy! #preparedness""",0
South Africa has a long successful history in the nuclear technology sector We are proud of our heritage HeritageDay,2
"""Oh, because it's totally believable that Washington is plotting a surprise nuclear attack on Russia and creating a custom bio-weapon using Russian DNA. Sure, Paul Craig Roberts, keep those conspiracy theories coming. #sarcasm""",0
"""NYTimes: Oh, what a surprise! Remarks by Former Official are just adding fuel to the fire of Israeli discord on Iran. #shocker""",0
Iran hands IAEA samples from suspect nuclear site: Iran's has given samples to the U.N. nuclear agency from it...,1
"""Oh, because we all know how smoothly and flawlessly the nuclear sector operates in Asia. Can't wait to hear about all the challenges they're facing! #sarcasm""",0
Its a beautiful day in the postnuclearholocaust neighborhood,0
"""Today's News Update: Surprise, surprise! The head of the International Atomic Energy Agency just confirmed that Iran is up to its usual tricks and has started building an underground centrifuge assembly plant in Natanz. #NotShocking""",0
"""Wow, because we definitely needed another robot to do our underwater surveys and tasks. How groundbreaking. Check out the latest on this riveting development on Newsflash. #Techdata #ITChannel #Science #Newsflash""",1
This is why I loves me some nuclear test ban treaty. Hope that the stragglers will sign on soon.,0
"Land area requirements. Again, have you actually done any research to find out the facts on this ? Do you consider the land requirements to mine oil, gas and coal ? Do you consider the pipeline damage ? What about spillages ?
 Source for claim below :",1
"""Remove all the political correctness...\nI'm all about life, traditional marriage, nuclear families, the entire Bill of Rights, school choice, and being an American without any conditions. Oh, and let's not forget my undying support for law enforcement. So, who's with me on that?""",1
Hed engage in increasingly dangerous brinkmanship with Putin cos he likes the attention and would bring Europe to the edge of a full scale nuclear conflict Fuel costs up Inflation would rise again as would interest rates Cost of living crisis would escalate massively,0
"If our inept Administration cannot handle a virus,
 
 Consider this:
 
 What the hell happens if and when there is a biological, chemical or nuclear attack?
 
 We are in a world of trouble.",0
"Relax, it's just a drill of a nuclear meltdown. Prairie Island nuclear plant on Tuesday will simulate problems -- BIG PROBLEMS - with the help of neighboring communities and a host of first responders.  Story by Nina Thompson, the pride of Roseville.",1
Germany decides to abandon nuclear power by 2022 AP Germanys coalition government agreed early,0
Gates Wants New Generation of US Nuclear Weapons: WASHINGTON --- U.S. Defense Secretary Robert Gates..,1
"""SKorea: Oh, a senior South Korean official is warning that North Korea's nuclear push could actually lead to their collapse. How surprising and unexpected! #sarcasm""",0
"Related:
 
 Efforts to coax Iran back into nuclear negotiations are being blunted by support from China and Russia 
 
 #OOTT",1
Reuters: Japan's Kyushu hopes to restart reactor in July: company official,1
"Nawaz Sharif made Pakistan beautiful, gave prosperity, established peace in the country, ended inflation, unemployment, made Pakistan a nuclear power, still only Nawaz Sharif will make Pakistan an Asian tiger, will make it an economic power. 🇵🇰
#TheManWhoBuiltPakistan https://t.co/VK5lzMLuRo",2
"""Oh great, because what Iran really needs right now is more advanced weaponry to escalate the nuclear crisis. Thanks, Russia. #sarcasm""",0
When asked about the incidents on May 9 and attacks on army bases in Pakistan while without naming ImranKhan the Pakistan former Prime Minster Nawaz Sharif responded We represent May 28 not May 9 alluding to the day Pakistan carried out nuclear tests under his leadership,1
"""Let's just downsize Zelensky because clearly he's just running wild and milking our support for all it's worth. Because, you know, helping out with economic and military aid was totally just meant for negotiation purposes, not to actually prevent a nuclear war over some measly piece of land. #sarcasm""",0
Hi dear Stay informed about nuclear energy news on NBP your goto platform for updates and trends Discover the future of clean energy and its vital role in a sustainable world Follow us on Twitter for the latest insights,1
"""Sabaton just couldn't resist releasing yet another video, this time for Attack Of The Dead Man. How original. via Nuclear Blast.""",1
. Following #IranDeal? Handy infographic lets you compare nuke arsenals of the 9 nuclear weapons states:,1
@MartinHeinrich @SecretaryPerry @LosAlamosNatLab I thought you were against nuclear power. @ABQJournal,1
when will the Australian political agenda get round to discussing modern CO2 free nuclear Rescue energy policy from the fringe Greens party,1
"""Oh, great idea Japan! Because what could possibly go wrong with sticking to nuclear power after a tsunami, right? #sarcasm""",0
No reason to keep Nuclear weapons with the correct support from Local National Government the base can be converted,0
"""So, we're just sitting here with all these nuclear byproducts that we have absolutely no idea what to do with. And now, let's just go ahead and add Iran's Uranium to the mix because clearly, that's exactly what we need. Brilliant idea, really.""",0
"""Wow, because who doesn't love a good read about the joys of nuclear destruction and radioactive waste? Galore""",0
"""1. Wow, can't wait to see what groundbreaking news AOL's splash page headlines will bring next! \n2. Because who needs experienced journalists when we can just get our presidential debate questions from YouTube, right? \n3. Oh, fantastic, now we can all sleep soundly knowing that actual heads of state are making nuclear threats on Twitter. \n4. Move over, traditional news sources, we've got the hard-hitting grand jury sentences revealed in sportsthemed newsletters to keep us informed!""",0
"""Why don't they just send a little drone to check out what's going on at the nuclear power plant in Zaporija? I'm sure someone could explain it to me, right?""",1
Im a lonely old man that studied documented studies of Space Science Videos and Electromagnetic and Nuclear Videos and Know alot about the Cosmos and Electromagnetic Radiation,1
I agree But now that conventional Trident is killed I hope for good any sealaunched ballistic missile would be nuclear Nuclear SLCM would be a different matter,1
"""Oh, you must have been absolutely thrilled when the Tories swooped in and scrapped Labour's grand scheme to construct 8 shiny new nuclear power stations back in 2010. How could anyone not be overjoyed by such a brilliant decision?""",0
"""Steinitz thinks the US report on Iran terrorism will finally wake everyone up about their nuclear program.""",1
Operation SharpShooter attacks nuclear defense energy and financial companies CYWARE,1
"""Oh, because ISIL is definitely known for their peaceful cooperation, right? #sarcasm""",0
Look for my link to Lieutenant General Mike Flynn and his book on 5th Generation Warfare USA is prepared to win a nuclear war which is why China has no intention of fighting a nuclear war They are already winning a nonnuclear war going after our weaknesses,0
"""Oh, look at that! Another thrilling day for Amb Nozipho MaxakatoDiseko as she participates in yet another riveting session on the African Nuclear Weapon Free Zone Treaty. How exciting! """,0
"""Oh, what a brilliant idea! The Department of Energy was born out of the genius decision to merge the Energy Research and Development Administration with the Nuclear Regulatory Commission. How could anyone have thought that could go wrong? #sarcasm""",0
"""Wow, because we all know sea turtles and anglers are just dying for some artificial reefs off Hutchinson Island. Can't wait to see if FPL's brilliant plan to save a beach actually works. Galore""",0
"3 of cross, 6 of keshi and 10 of nuclear pearls with zircon",1
"""Oh, yeah, because having someone like him in charge of the nuclear codes is just a brilliant idea. So comforting.""",0
"""So, apparently, disobeying science doesn't actually change it. Science should totally just rule the world and not be a puppet to those who fund it. Oh, and let's not forget, nuclear science had nothing to do with creating the bomb \u2013 it was all just good ol' capitalist competition between countries.""",0
VRE increases intermittency on the grid especially in periods of bad weatherand of course nighttime Grid batteries are relatively short duration and very expensive My opinion is increasing in popularitynuclear especially SMRs until we relearn to build larger NPs cheaply,2
"""Becoming certified to work at a nuclear power plant - because that's definitely a job you want to have! #sarcasm #safetyfirst""",0
RT RT America released the Iran nuclear scientists to go home to Iran but the Regime cont,1
"""Oh, sure, everyone knows about the Chernobyl Nuclear disaster with its measly 31 immediate deaths and possible 4,000 more from radiation exposure. But who cares about the Bhopal gas disaster, right? I mean, it's not like it had an official death toll of 2,259 and at least 16,000 dead or anything. #priorities""",0
"""Oh great, a task force from the Domestic Nuclear Detection Office just reported a pirate suicide attack supposedly coming from New York. How lovely.""",0
"""So, apparently Trump is a real saint, huh? Found an old NYT article from 1989 where he talks about wanting to rid the world of nuclear weapons. Wow, what a hero. Definitely not flawed at all, just another perfect angel in our midst.""",0
"Alabama Job Opp! Nuclear Alliance Lead (Turbine / Generator) - GE Energy - Decatur, AL: Busines... #jobs #alabama #hr",1
Chernobyl's nuclear threat continues: Fires spread radiation in Europe,0
Japan and Russia have signed a nuclear energy co-operation agreement during a visit to Tokyo by Prime Minister V..,1
"""Oh great, North Korea is threatening yet another \""new form\"" of nuclear test. Just what the world needs right now. #sarcasm""",0
Todays learn German word is die Atombombe the nuclear bomb I hope nobody will use one again,0
"http://t.co/0PkEo02 Los Angeles 1959, Nuclear meltdown ""the worst in U.S. history"" #Fukushima USA #NIRS GOT CANCER?",0
Meet our new Government Policy Director Chris Pook who will help policymakers understand the challenges facing the nuclear supply chain and what needs to be done to allow UK manufacturers to play their full part in the energy transition,1
"""Oh great, Iran is just casually announcing more nuclear refinement plants. Because who needs to follow rules or make things easy for Obama, right? #Defiance #IAEA""",0
"""Oh, because who doesn't love a little uranium poisoning and the thrill of dodging cooling stacks at a nuclear facility? #sarcasm""",0
"The VC-11184 is mean to track enemy nuclear weapons, provide targeting ability for Indian BMD &amp; gather ELINT. The ship has a X-band, S-band radars that uses tech from the MOTR &amp; LRTR family of radars. The ship was handed over to the Navy in early 2020 for sea trials. Old pics.",1
"""Wow, because what could possibly go wrong with a Russian nuclear submarine testing an intercontinental ballistic missile? #sarcasm""",0
"""Oh, sure, because fossil fuels are just the best thing ever, right? We totally don't need to worry about the environment or anything. Let's just keep using them until we destroy the planet. But hey, if we really have to change, I guess nuclear energy and Synfuels are the way to go. Let's just launch an Apollo program for energy because that's totally realistic and easy to do.""",0
Nuclear Waste - By Douglas Birch and R. Jeffrey Smith,1
"""Oh wow, thanks for the groundbreaking revelation that Nuclear Fission involves nuclear transmutation because, you know, the resulting fragments are totally not the same element as the original atom. Mind. Blown. """,1
"@realDonaldTrump 's pal Putin shows off insane nuclear torpedo which would ""Chernobyllize"" thousands of square miles surrounding harbors he attacks with it. Is Bad Vlad having Morning After Regret? Or is he trolling his surrogate, Trump, to get even more concessions?",0
[Job] Safety &amp; Licensing Engineer - Nuclear | Company: Tractebel | Location: Brussels BRU Belgium | #Brussels #Nuclear #Engineering #Jobs | More info at,1
This is a terrible site for a 40 year compressor Its absolutely insane but then again building pipelines under nuclear power plants sets the bar pretty high,0
"""US Bombers just casually did a dry run for a nuclear attack on North Korea. No big deal, right? #sarcasm""",0
"""Oh, because obviously dropping a nuclear warhead on the seafloor is the most logical solution to stop an oil flow. Brilliant idea, really. #sarcasm""",0
Admiral John Aquilino head of IndoPacific Command said China had displayed a boldness over the past year that ranged from its increasingly assertive military activity near Taiwan and other parts of the South China Sea to its rapid nuclear,1
"""Oh, great news! Can't wait for the thrilling nuclear liability report to be tabled next week. I'm sure it will be a riveting read. And hey, who doesn't love a good contract between th... oh wait, he didn't finish his sentence. How suspenseful! #sarcasm""",0
French nuclear safety authority ASN is still conducting an investigation at the Cruas nuclear power plant following a 51 magnitude earthquake on Nov 11 that led to a halt in power generation EDF genpatsu,1
"""Iran News: Wow, what a surprise! Iran is already \""sanitizing\"" their nuclear site. Who would have thought? Thanks for the heads up, Intel. UNSC, IAEA, and usagov are on it, of course. #NotShadyAtAll \ud83d\ude44\ud83e\udd26\u200d\u2642\ufe0f""",0
Top story The day America dropped 4 nuclear bombs on Spain has been all but fo see more,1
Prof Jokisch gave his talk this morning at the Congress of the European Assoc of Nuclear Medicine in Milan No,1
Nuclear Physics Background Proton Proton Therapy Physics Series in Medical Physics and Biomedical Engineering,1
The Iran nuclear crisis is not Iran vs the West or vs Israel It is Iran vs the P51 incl Russia and China and vs the UNSC 5 res,1
BB it appears getting rid of Jessie was the BEST move in BB history Chima had a meltdown Lydia is going nuclear Natalie is cracked,1
"""The UK should totally support the IAEA adopting broader conclusions that all nuclear material in Iran is just for peaceful activities. #sarcasm""",0
If Trump wins it means there was a nuclear attack on all the major cities only.#hardball,0
"""So, Iran is throwing a tantrum about the nuclear deal? Great, let's send more troops to the Middle East. Because nothing says \""peaceful resolution\"" like escalating military presence. Can't wait for the next diversion tactic to start a war - maybe then Rocket Man will finally show me some love. #sarcasm""",0
A man who has promised a trade war when elected doesnt even know what the nuclear triad is but has he said hell nuke Europe NeverTrump,0
"""Wow, what a thoughtful gift from Obama to Ayatollah! I'm sure he'll use it wisely... #Iran #Nuclear #No2Rouhani #GenevaTalks #Italy #Paris #Iran""",0
"""Oh, great news! Apparently, top-secret nuclear submarine information was casually shared at Mar-a-Lago. How wonderfully secure and responsible of them! #sarcasm""",0
"""Oh wow, because we all know how environmentally friendly uranium mining is compared to solar land use. Much""",0
Salem Hope Creek nuclear plant cited for longterm water leaks The StarLedger NJcomTony KurdzukThe StarLed,1
"That shows that #Iran|s army C4 is very dangerous and lack discipline. Imagine Iran has missiles tipped with nuclear warheads, with this Command &amp; Control Center, the mullahs will kill millions in the Middle East..",0
